epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
142,61.5542,1.64222,1.42489,1.9447,0.54879,0.72902,0.61717,0.43182,2.21258,1.89641,2.36649,0.000431629,0.000431629,0.000431629
143,61.9515,1.59033,1.42784,1.98849,0.65239,0.62425,0.62409,0.42579,2.22788,1.84101,2.36879,0.000424556,0.000424556,0.000424556
144,62.4389,1.71,1.40845,1.94011,0.66583,0.59687,0.63065,0.42034,2.26627,1.79005,2.42968,0.000417482,0.000417482,0.000417482
145,62.8365,1.65082,1.38967,1.95255,0.64443,0.6485,0.63231,0.414,2.35447,1.81183,2.44793,0.000410409,0.000410409,0.000410409
146,63.2382,1.57937,1.38178,1.90827,0.66001,0.62677,0.63227,0.40469,2.49268,1.81454,2.52478,0.000403335,0.000403335,0.000403335
147,63.6366,1.91081,1.63773,2.08255,0.73874,0.66739,0.66019,0.42195,2.4521,1.75073,2.49553,0.000396262,0.000396262,0.000396262
148,64.039,1.59012,1.37782,1.88938,0.72318,0.68554,0.66234,0.43819,2.28548,1.68913,2.42693,0.000389188,0.000389188,0.000389188
149,64.4418,1.6327,1.36861,1.90673,0.78907,0.61789,0.66845,0.45024,2.20738,1.66915,2.37734,0.000382115,0.000382115,0.000382115
150,64.8455,1.56787,1.36055,1.92586,0.70253,0.66443,0.66764,0.45129,2.23287,1.73596,2.37236,0.000375041,0.000375041,0.000375041
151,65.2613,1.74403,1.35205,1.94096,0.625,0.67176,0.6672,0.44464,2.34247,1.6944,2.40795,0.000367967,0.000367967,0.000367967
152,65.7563,1.56785,1.27947,1.91262,0.69931,0.57938,0.67149,0.44502,2.283,1.6548,2.37631,0.000360894,0.000360894,0.000360894
153,66.1588,1.64824,1.31582,1.91186,0.70415,0.58539,0.66624,0.4425,2.16853,1.63233,2.34649,0.00035382,0.00035382,0.00035382
154,66.5657,1.57086,1.3063,1.87467,0.65213,0.58364,0.65165,0.43812,2.15037,1.6452,2.35658,0.000346747,0.000346747,0.000346747
155,66.981,1.68154,1.37138,1.92074,0.62787,0.57656,0.66629,0.44262,2.20771,1.67788,2.37459,0.000339673,0.000339673,0.000339673
156,67.3975,1.58295,1.32015,1.8901,0.59096,0.71824,0.68252,0.44998,2.23673,1.68098,2.37236,0.0003326,0.0003326,0.0003326
157,67.7957,1.58334,1.37084,1.93965,0.70935,0.615,0.67557,0.44117,2.26691,1.70924,2.37685,0.000325526,0.000325526,0.000325526
158,68.1998,1.61117,1.3312,1.90247,0.71927,0.5864,0.66023,0.45139,2.22678,1.76746,2.36208,0.000318453,0.000318453,0.000318453
159,68.6057,1.56684,1.32073,1.91028,0.7736,0.56357,0.64986,0.45269,2.17936,1.81516,2.33944,0.000311379,0.000311379,0.000311379
160,69.2966,1.70332,1.46473,1.93053,0.71213,0.54364,0.63788,0.44776,2.16788,1.82674,2.3318,0.000304306,0.000304306,0.000304306
161,69.708,1.61442,1.34325,1.91009,0.68405,0.56039,0.64339,0.45202,2.15743,1.83939,2.33509,0.000297232,0.000297232,0.000297232
162,70.1174,1.45638,1.26701,1.85867,0.55703,0.70057,0.63781,0.45132,2.19259,1.78856,2.3618,0.000290158,0.000290158,0.000290158
163,70.5235,1.49107,1.25636,1.85243,0.67984,0.58212,0.64543,0.46093,2.19032,1.73215,2.36838,0.000283085,0.000283085,0.000283085
164,70.9441,1.55242,1.2594,1.88573,0.62458,0.64334,0.6596,0.47645,2.16661,1.70395,2.35238,0.000276011,0.000276011,0.000276011
165,71.3686,1.45524,1.20772,1.84875,0.63994,0.7067,0.66482,0.47362,2.17924,1.67975,2.36497,0.000268938,0.000268938,0.000268938
166,71.7773,1.48998,1.24749,1.8492,0.77944,0.62068,0.69579,0.48108,2.19297,1.67231,2.37366,0.000261864,0.000261864,0.000261864
167,72.2889,1.47506,1.26214,1.89106,0.79417,0.64688,0.71198,0.4878,2.20614,1.67077,2.37481,0.000254791,0.000254791,0.000254791
168,72.7051,1.53823,1.30281,1.87959,0.82079,0.61605,0.70912,0.48317,2.21102,1.65955,2.37432,0.000247717,0.000247717,0.000247717
169,73.112,1.54724,1.27238,1.84464,0.89003,0.56364,0.67074,0.46389,2.24103,1.6616,2.37044,0.000240644,0.000240644,0.000240644
170,73.5357,1.44963,1.27481,1.85474,0.93432,0.59221,0.67116,0.46263,2.26748,1.66934,2.37097,0.00023357,0.00023357,0.00023357
171,73.9447,1.44092,1.22589,1.86094,0.68217,0.61343,0.6684,0.45706,2.25151,1.66944,2.37147,0.000226497,0.000226497,0.000226497
172,74.3525,1.37678,1.16761,1.85441,0.66671,0.59003,0.65971,0.45956,2.2155,1.69328,2.36685,0.000219423,0.000219423,0.000219423
173,74.7547,1.44845,1.19688,1.86613,0.71066,0.56523,0.64457,0.4429,2.22019,1.70558,2.36693,0.000212349,0.000212349,0.000212349
174,75.1696,1.36806,1.1791,1.82934,0.65286,0.60249,0.64448,0.43485,2.25783,1.70452,2.37537,0.000205276,0.000205276,0.000205276
175,75.6848,1.45248,1.24324,1.8755,0.74176,0.62826,0.64223,0.42931,2.33219,1.63363,2.4035,0.000198202,0.000198202,0.000198202
